Timestamp,rectus femoris,biceps femoris,vastus internus,semitendinosus
2.999999999999999889e-02,1.953295315411941388e-02,1.334101671083623777e-02,9.611910084420490982e-03,6.336577255942961451e-02
3.099999999999999978e-02,2.025040907833007553e-02,1.389485721281479014e-02,9.863464924249974036e-03,6.437713348236692723e-02
3.200000000000000067e-02,2.094466059589145113e-02,1.444859412274242770e-02,1.010688686964100400e-02,6.536598762689189990e-02
3.300000000000000155e-02,2.161603114524087918e-02,1.500224046424296354e-02,1.034225141349418876e-02,6.633128549330301327e-02
3.400000000000000244e-02,2.226481931254172333e-02,1.555582185404049897e-02,1.056962394081067784e-02,6.727212473572673213e-02
3.500000000000000333e-02,2.289129892946483238e-02,1.610938224439275451e-02,1.078905880052310161e-02,6.818775566600229765e-02
3.599999999999999728e-02,2.349571995056741469e-02,1.666297938418940736e-02,1.100059880255199740e-02,6.907754233528505539e-02
3.699999999999999817e-02,2.407831100143886793e-02,1.721667276925042955e-02,1.120427657982200030e-02,6.994088968131888240e-02
3.799999999999999906e-02,2.463928522795208811e-02,1.777051696274232345e-02,1.140012752864441245e-02,7.077720268921672275e-02
3.899999999999999994e-02,2.517884731880797727e-02,1.832456938964694207e-02,1.158821918813725260e-02,7.158593421009402935e-02
4.000000000000000083e-02,2.569719551717342815e-02,1.887890125017205323e-02,1.176867888049113603e-02,7.236668452352880421e-02
4.100000000000000172e-02,2.619451875356129320e-02,1.943359759634416886e-02,1.194169507848671583e-02,7.311929229213001702e-02
4.200000000000000261e-02,2.667099348663309541e-02,1.998875018256874442e-02,1.210749423014968566e-02,7.384389905885750671e-02
4.299999999999999656e-02,2.712677752658844074e-02,2.054445164571543775e-02,1.226631340459156255e-02,7.454096801435219910e-02
4.399999999999999745e-02,2.756200031266143463e-02,2.110079194377395898e-02,1.241838258231728158e-02,7.521122122966659995e-02
4.499999999999999833e-02,2.797676346565482197e-02,2.165785668508100892e-02,1.256391760042398394e-02,7.585550326094557538e-02
4.599999999999999922e-02,2.837116236555342272e-02,2.221573016988721144e-02,1.270311900658347565e-02,7.647465408642784013e-02
4.700000000000000011e-02,2.874531514146957956e-02,2.277450450484547889e-02,1.283617451423674054e-02,7.706945779331117463e-02
4.800000000000000100e-02,2.909938041447526075e-02,2.333429060155895601e-02,1.296326678613155849e-02,7.764064873150136603e-02
4.900000000000000189e-02,2.943356942181653627e-02,2.389522277232570061e-02,1.308458707044617662e-02,7.818893888144587412e-02
5.000000000000000278e-02,2.974816276447489125e-02,2.445745089242310280e-02,1.320034761908061259e-02,7.871505699413600121e-02
5.099999999999999672e-02,3.004351906896197966e-02,2.502112289306023668e-02,1.331078327378266285e-02,7.921978538654106394e-02
5.199999999999999761e-02,3.032006676017224081e-02,2.558636784759954139e-02,1.341613984678092716e-02,7.970396825408637698e-02
5.299999999999999850e-02,3.057828802685035388e-02,2.615328554730715627e-02,1.351665599595842406e-02,8.016848141432506014e-02
5.399999999999999939e-02,3.081869470851634693e-02,2.672194253781781312e-02,1.361255195689180068e-02,8.061417402912224306e-02
5.500000000000000028e-02,3.104179853746055415e-02,2.729237936215449245e-02,1.370403180428432337e-02,8.104180522181349267e-02
5.600000000000000117e-02,3.124809080600248271e-02,2.786462904182705758e-02,1.379128895513886087e-02,8.145200932786371417e-02
5.700000000000000205e-02,3.143803348220700761e-02,2.843873272030906715e-02,1.387450377489002178e-02,8.184531083932247708e-02
5.800000000000000294e-02,3.161205786047555782e-02,2.901474039090689780e-02,1.395383859769011407e-02,8.222217967968514785e-02
5.899999999999999689e-02,3.177056715172692225e-02,2.959269543793192209e-02,1.402943939542875169e-02,8.258309788543800878e-02
5.999999999999999778e-02,3.191393793159853776e-02,3.017261132333185630e-02,1.410144005478340332e-02,8.292861143821643466e-02
6.099999999999999867e-02,3.204253060164936190e-02,3.075445475990889674e-02,1.416996635133276061e-02,8.325935534777645364e-02
6.199999999999999956e-02,3.215671092970479733e-02,3.133814036657592977e-02,1.423514790630690113e-02,8.357603694880548495e-02
6.300000000000000044e-02,3.225686262764780599e-02,3.192352950612345475e-02,1.429713247267668137e-02,8.387937089878182151e-02
6.400000000000000133e-02,3.234338500621776469e-02,3.251043027327349400e-02,1.435608299550515665e-02,8.417000173813488084e-02
6.500000000000000222e-02,3.241668241815132134e-02,3.309860765163589319e-02,1.441215920568359593e-02,8.444846139298739507e-02
